LUTs,Registers,BRAMs,DSPs,WNS (ns),Total Power (W),Dynamic Power (W),Static Power (W),result,Cycles,Clock Period,Frac Width,Num Parallel,Int Bits,D,H,MAE,RMSE,Execution Time (m),Time Utilization
103864,2377,0,2064,73.252,2.998,0.053,2.945,success,28.0,100.0,9.0,8.0,10.0,64,16,0.024583378184374997,0.04184172145540223,23.35404719909032,
201567,2505,0,2064,79.358,3.008,0.062,2.945,success,28.0,100.0,10.0,8.0,10.0,64,16,0.0219452739875,0.040049592861202084,16.102112944920858,
251155,2633,0,2064,78.326,3.002,0.057,2.945,success,28.0,100.0,11.0,8.0,10.0,64,16,0.021599731202343753,0.03995080493353905,19.694658478101093,
79118,913,0,4128,82.682,3.012,0.067,2.945,success,24.0,100.0,1.0,16.0,10.0,64,16,0.7614010584812501,0.9194911624781473,18.07333322763443,
83171,1585,0,4128,72.09,3.008,0.063,2.945,success,24.0,100.0,2.0,16.0,10.0,64,16,1.01006924373125,1.1574551862223066,18.55056083202362,
91453,1969,0,4128,76.736,3.011,0.065,2.945,success,24.0,100.0,3.0,16.0,10.0,64,16,0.9390916732812501,1.0722403503793656,19.002088208993275,
97742,2129,0,4128,75.994,3.012,0.066,2.945,success,24.0,100.0,4.0,16.0,10.0,64,16,0.64002444098125,0.7594340071120249,19.46386590798696,
105451,2289,0,4128,77.154,3.014,0.069,2.946,success,24.0,100.0,5.0,16.0,10.0,64,16,0.27805653911875,0.3560365063928123,20.439110108216603,
111631,2449,0,4128,76.555,3.015,0.069,2.946,success,24.0,100.0,6.0,16.0,10.0,64,16,0.12189346498125002,0.16220259148785396,21.519370424747468,
117788,2641,0,4128,76.324,3.015,0.07,2.946,success,24.0,100.0,7.0,16.0,10.0,64,16,0.05826738945624999,0.08097655801932363,22.02466812928518,
124515,2801,0,4128,75.583,3.018,0.073,2.946,success,24.0,100.0,8.0,16.0,10.0,64,16,0.033574943924999996,0.05053242287889409,24.960684744517007,
130847,2961,0,4128,75.792,3.025,0.079,2.946,success,24.0,100.0,9.0,16.0,10.0,64,16,0.024583378184374997,0.04184172145540223,34.069869017601015,
321151,3126,0,4128,69.448,3.022,0.076,2.946,success,24.0,100.0,10.0,16.0,10.0,64,16,0.0219452739875,0.040049592861202084,33.77403226296107,
416072,3287,0,4128,74.973,3.022,0.077,2.946,success,24.0,100.0,11.0,16.0,10.0,64,16,0.021599731202343753,0.03995080493353905,36.315104230244955,
38295,701,0,258,478.559,2.947,0.003,2.944,success,84.0,500.0,1.0,1.0,10.0,64,16,0.7614010584812501,0.9194911624781473,6.668366249402364,
41629,1075,0,258,477.042,2.947,0.003,2.944,success,84.0,500.0,2.0,1.0,10.0,64,16,1.01006924373125,1.1574551862223066,7.540302046140035,
45243,1302,0,258,476.815,2.948,0.003,2.944,success,84.0,500.0,3.0,1.0,10.0,64,16,0.9390916732812501,1.0722403503793656,8.213982514540355,
48571,1403,0,258,476.258,2.948,0.003,2.944,success,84.0,500.0,4.0,1.0,10.0,64,16,0.64002444098125,0.7594340071120249,10.249561365445455,
51979,1511,0,258,477.265,2.948,0.004,2.944,success,84.0,500.0,5.0,1.0,10.0,64,16,0.27805653911875,0.3560365063928123,10.79516969124476,
55518,1610,0,258,475.617,2.948,0.004,2.944,success,84.0,500.0,6.0,1.0,10.0,64,16,0.12189346498125002,0.16220259148785396,12.919063770771027,
59013,1729,0,258,475.017,2.948,0.004,2.944,success,84.0,500.0,7.0,1.0,10.0,64,16,0.05826738945624999,0.08097655801932363,13.142244406541188,
62420,1830,0,258,473.006,2.949,0.004,2.944,success,84.0,500.0,8.0,1.0,10.0,64,16,0.033574943924999996,0.05053242287889409,9.944859600067138,
65761,1928,0,258,475.91,2.949,0.005,2.944,success,84.0,500.0,9.0,1.0,10.0,64,16,0.024583378184374997,0.04184172145540223,11.643151259422302,
80814,1966,0,258,474.646,2.949,0.004,2.944,success,84.0,500.0,10.0,1.0,10.0,64,16,0.0219452739875,0.040049592861202084,17.041597755750022,
89647,2066,0,258,468.312,2.949,0.005,2.944,success,84.0,500.0,11.0,1.0,10.0,64,16,0.021599731202343753,0.03995080493353905,11.97391735315323,
42729,676,0,516,482.7,2.947,0.003,2.944,success,52.0,500.0,1.0,2.0,10.0,64,16,0.7614010584812501,0.9194911624781473,9.011867372194926,
46427,1067,0,516,479.533,2.948,0.003,2.944,success,52.0,500.0,2.0,2.0,10.0,64,16,1.01006924373125,1.1574551862223066,11.627108426888784,
50476,1297,0,516,480.24,2.948,0.003,2.944,success,52.0,500.0,3.0,2.0,10.0,64,16,0.9390916732812501,1.0722403503793656,14.686378598213196,
54295,1401,0,516,478.906,2.948,0.004,2.944,success,52.0,500.0,4.0,2.0,10.0,64,16,0.64002444098125,0.7594340071120249,11.641095753510793,
58093,1505,0,516,481.851,2.948,0.004,2.944,success,52.0,500.0,5.0,2.0,10.0,64,16,0.27805653911875,0.3560365063928123,22.70885077317556,
62027,1609,0,516,479.186,2.948,0.004,2.944,success,52.0,500.0,6.0,2.0,10.0,64,16,0.12189346498125002,0.16220259148785396,14.647524265448252,
66024,1731,0,516,475.116,2.949,0.004,2.944,success,52.0,500.0,7.0,2.0,10.0,64,16,0.05826738945624999,0.08097655801932363,9.947752650578817,
69896,1835,0,516,476.271,2.949,0.004,2.944,success,52.0,500.0,8.0,2.0,10.0,64,16,0.033574943924999996,0.05053242287889409,9.60233832995097,
74036,1939,0,516,477.263,2.949,0.005,2.944,success,52.0,500.0,9.0,2.0,10.0,64,16,0.024583378184374997,0.04184172145540223,12.357827615737914,
100640,2043,0,516,477.045,2.949,0.005,2.944,success,52.0,500.0,10.0,2.0,10.0,64,16,0.0219452739875,0.040049592861202084,12.161850571632385,
115388,2147,0,516,473.047,2.95,0.005,2.944,success,52.0,500.0,11.0,2.0,10.0,64,16,0.021599731202343753,0.03995080493353905,10.677238587538401,
47482,709,0,1032,485.094,2.949,0.004,2.944,success,36.0,500.0,1.0,4.0,10.0,64,16,0.7614010584812501,0.9194911624781473,10.135416352748871,
51195,1141,0,1032,482.083,2.949,0.004,2.944,success,36.0,500.0,2.0,4.0,10.0,64,16,1.01006924373125,1.1574551862223066,9.173077841599783,
55861,1393,0,1032,480.99,2.949,0.005,2.944,success,36.0,500.0,3.0,4.0,10.0,64,16,0.9390916732812501,1.0722403503793656,8.711113754908244,
59917,1505,0,1032,480.084,2.949,0.005,2.944,success,36.0,500.0,4.0,4.0,10.0,64,16,0.64002444098125,0.7594340071120249,9.639346905549367,
64338,1617,0,1032,479.476,2.949,0.005,2.944,success,36.0,500.0,5.0,4.0,10.0,64,16,0.27805653911875,0.3560365063928123,10.37683315674464,
68671,1729,0,1032,479.497,2.949,0.005,2.944,success,36.0,500.0,6.0,4.0,10.0,64,16,0.12189346498125002,0.16220259148785396,10.03797843058904,
72607,1862,0,1032,473.973,2.95,0.005,2.944,success,36.0,500.0,7.0,4.0,10.0,64,16,0.05826738945624999,0.08097655801932363,8.774832566579184,
76923,1973,0,1032,476.705,2.95,0.005,2.944,success,36.0,500.0,8.0,4.0,10.0,64,16,0.033574943924999996,0.05053242287889409,12.18369847536087,
81190,2085,0,1032,474.662,2.95,0.006,2.944,success,36.0,500.0,9.0,4.0,10.0,64,16,0.024583378184374997,0.04184172145540223,14.505679400761922,
131229,2197,0,1032,470.212,2.95,0.006,2.944,success,36.0,500.0,10.0,4.0,10.0,64,16,0.0219452739875,0.040049592861202084,11.496831687291463,
158289,2352,0,1032,473.972,2.951,0.007,2.944,success,36.0,500.0,11.0,4.0,10.0,64,16,0.021599731202343753,0.03995080493353905,14.750818872451783,
62028,777,0,2064,485.871,2.952,0.008,2.944,success,28.0,500.0,1.0,8.0,10.0,64,16,0.7614010584812501,0.9194911624781473,10.031968784332275,
66206,1289,0,2064,475.852,2.952,0.008,2.944,success,28.0,500.0,2.0,8.0,10.0,64,16,1.01006924373125,1.1574551862223066,10.882439517974854,
72385,1585,0,2064,477.487,2.953,0.008,2.944,success,28.0,500.0,3.0,8.0,10.0,64,16,0.9390916732812501,1.0722403503793656,11.605687808990478,
77649,1714,0,2064,473.866,2.954,0.009,2.944,success,28.0,500.0,4.0,8.0,10.0,64,16,0.64002444098125,0.7594340071120249,11.944292374451955,
83397,1841,0,2064,477.292,2.953,0.009,2.944,success,28.0,500.0,5.0,8.0,10.0,64,16,0.27805653911875,0.3560365063928123,13.281351010004679,
88602,1970,0,2064,479.201,2.954,0.009,2.944,success,28.0,500.0,6.0,8.0,10.0,64,16,0.12189346498125002,0.16220259148785396,13.07252513964971,
93514,2121,0,2064,477.03,2.954,0.009,2.944,success,28.0,500.0,7.0,8.0,10.0,64,16,0.05826738945624999,0.08097655801932363,13.347422921657563,
99046,2250,0,2064,478.856,2.954,0.01,2.944,success,28.0,500.0,8.0,8.0,10.0,64,16,0.033574943924999996,0.05053242287889409,13.5522709886233,
103875,2377,0,2064,474.279,2.955,0.011,2.944,success,28.0,500.0,9.0,8.0,10.0,64,16,0.024583378184374997,0.04184172145540223,23.10368541876475,
201564,2505,0,2064,478.945,2.957,0.013,2.944,success,28.0,500.0,10.0,8.0,10.0,64,16,0.0219452739875,0.040049592861202084,15.701069843769073,
251177,2633,0,2064,478.549,2.956,0.012,2.944,success,28.0,500.0,11.0,8.0,10.0,64,16,0.021599731202343753,0.03995080493353905,19.88181485335032,
79102,913,0,4128,480.086,2.958,0.014,2.945,success,24.0,500.0,1.0,16.0,10.0,64,16,0.7614010584812501,0.9194911624781473,17.994251851240794,
83197,1585,0,4128,479.478,2.957,0.013,2.944,success,24.0,500.0,2.0,16.0,10.0,64,16,1.01006924373125,1.1574551862223066,18.429084459940594,
91457,1969,0,4128,474.848,2.958,0.014,2.945,success,24.0,500.0,3.0,16.0,10.0,64,16,0.9390916732812501,1.0722403503793656,19.050226950645445,
97737,2129,0,4128,468.123,2.958,0.014,2.945,success,24.0,500.0,4.0,16.0,10.0,64,16,0.64002444098125,0.7594340071120249,19.38259617884954,
105460,2289,0,4128,474.805,2.959,0.014,2.945,success,24.0,500.0,5.0,16.0,10.0,64,16,0.27805653911875,0.3560365063928123,20.564843130111694,
111593,2449,0,4128,470.173,2.959,0.015,2.945,success,24.0,500.0,6.0,16.0,10.0,64,16,0.12189346498125002,0.16220259148785396,22.0324791709582,
117821,2641,0,4128,475.277,2.959,0.014,2.945,success,24.0,500.0,7.0,16.0,10.0,64,16,0.05826738945624999,0.08097655801932363,21.71294019619624,
124512,2801,0,4128,475.309,2.959,0.015,2.945,success,24.0,500.0,8.0,16.0,10.0,64,16,0.033574943924999996,0.05053242287889409,25.084220139185586,
130871,2961,0,4128,474.63,2.961,0.016,2.945,success,24.0,500.0,9.0,16.0,10.0,64,16,0.024583378184374997,0.04184172145540223,33.54469245274861,
321244,3126,0,4128,474.555,2.96,0.016,2.945,success,24.0,500.0,10.0,16.0,10.0,64,16,0.0219452739875,0.040049592861202084,33.6081991314888,
416072,3287,0,4128,475.609,2.961,0.017,2.945,success,24.0,500.0,11.0,16.0,10.0,64,16,0.021599731202343753,0.03995080493353905,36.068635336558025,
38288,701,0,258,978.99,2.946,0.002,2.944,success,84.0,1000.0,1.0,1.0,10.0,64,16,0.7614010584812501,0.9194911624781473,7.170766194661458,
41618,1075,0,258,975.995,2.946,0.002,2.944,success,84.0,1000.0,2.0,1.0,10.0,64,16,1.01006924373125,1.1574551862223066,8.71050375699997,
45251,1302,0,258,978.414,2.946,0.002,2.944,success,84.0,1000.0,3.0,1.0,10.0,64,16,0.9390916732812501,1.0722403503793656,8.154051927725474,
48580,1403,0,258,976.053,2.946,0.002,2.944,success,84.0,1000.0,4.0,1.0,10.0,64,16,0.64002444098125,0.7594340071120249,9.41634822289149,
51974,1511,0,258,973.007,2.946,0.002,2.944,success,84.0,1000.0,5.0,1.0,10.0,64,16,0.27805653911875,0.3560365063928123,10.486167565981548,
55500,1610,0,258,973.275,2.946,0.002,2.944,success,84.0,1000.0,6.0,1.0,10.0,64,16,0.12189346498125002,0.16220259148785396,13.448453931013743,
59011,1729,0,258,975.204,2.946,0.002,2.944,success,84.0,1000.0,7.0,1.0,10.0,64,16,0.05826738945624999,0.08097655801932363,11.67029540538788,
62407,1830,0,258,975.631,2.947,0.002,2.944,success,84.0,1000.0,8.0,1.0,10.0,64,16,0.033574943924999996,0.05053242287889409,10.787385912736257,
65756,1928,0,258,975.784,2.947,0.002,2.944,success,84.0,1000.0,9.0,1.0,10.0,64,16,0.024583378184374997,0.04184172145540223,11.236905872821808,
80822,1966,0,258,975.306,2.947,0.002,2.944,success,84.0,1000.0,10.0,1.0,10.0,64,16,0.0219452739875,0.040049592861202084,14.567236642042795,
89634,2066,0,258,971.401,2.947,0.003,2.944,success,84.0,1000.0,11.0,1.0,10.0,64,16,0.021599731202343753,0.03995080493353905,13.346798356374105,
42729,676,0,516,983.054,2.946,0.002,2.944,success,52.0,1000.0,1.0,2.0,10.0,64,16,0.7614010584812501,0.9194911624781473,9.152533157666523,
46421,1067,0,516,980.469,2.946,0.002,2.944,success,52.0,1000.0,2.0,2.0,10.0,64,16,1.01006924373125,1.1574551862223066,11.508802711963654,
50478,1297,0,516,976.537,2.946,0.002,2.944,success,52.0,1000.0,3.0,2.0,10.0,64,16,0.9390916732812501,1.0722403503793656,14.158350050449371,
54292,1401,0,516,980.24,2.946,0.002,2.944,success,52.0,1000.0,4.0,2.0,10.0,64,16,0.64002444098125,0.7594340071120249,11.523870233694712,
58091,1505,0,516,979.845,2.946,0.002,2.944,success,52.0,1000.0,5.0,2.0,10.0,64,16,0.27805653911875,0.3560365063928123,22.44653489589691,
62037,1609,0,516,977.111,2.947,0.002,2.944,success,52.0,1000.0,6.0,2.0,10.0,64,16,0.12189346498125002,0.16220259148785396,14.25777953863144,
66015,1731,0,516,979.221,2.947,0.002,2.944,success,52.0,1000.0,7.0,2.0,10.0,64,16,0.05826738945624999,0.08097655801932363,9.233843870957692,
69910,1835,0,516,977.414,2.947,0.002,2.944,success,52.0,1000.0,8.0,2.0,10.0,64,16,0.033574943924999996,0.05053242287889409,10.654115454355876,
74038,1939,0,516,977.937,2.947,0.002,2.944,success,52.0,1000.0,9.0,2.0,10.0,64,16,0.024583378184374997,0.04184172145540223,11.541578920682271,
100625,2043,0,516,974.932,2.947,0.003,2.944,success,52.0,1000.0,10.0,2.0,10.0,64,16,0.0219452739875,0.040049592861202084,10.88143386443456,
115389,2147,0,516,973.729,2.947,0.003,2.944,success,52.0,1000.0,11.0,2.0,10.0,64,16,0.021599731202343753,0.03995080493353905,12.65147372086843,
47482,709,0,1032,985.807,2.947,0.002,2.944,success,36.0,1000.0,1.0,4.0,10.0,64,16,0.7614010584812501,0.9194911624781473,9.565304680665333,
51192,1141,0,1032,980.272,2.947,0.002,2.944,success,36.0,1000.0,2.0,4.0,10.0,64,16,1.01006924373125,1.1574551862223066,8.216398207346598,
55838,1393,0,1032,980.321,2.947,0.003,2.944,success,36.0,1000.0,3.0,4.0,10.0,64,16,0.9390916732812501,1.0722403503793656,7.551976346969605,
59880,1505,0,1032,977.642,2.947,0.003,2.944,success,36.0,1000.0,4.0,4.0,10.0,64,16,0.64002444098125,0.7594340071120249,9.916859944661459,
64326,1617,0,1032,979.784,2.947,0.003,2.944,success,36.0,1000.0,5.0,4.0,10.0,64,16,0.27805653911875,0.3560365063928123,9.13153612613678,
68694,1729,0,1032,978.928,2.947,0.003,2.944,success,36.0,1000.0,6.0,4.0,10.0,64,16,0.12189346498125002,0.16220259148785396,10.549125107129415,
72612,1862,0,1032,978.084,2.947,0.003,2.944,success,36.0,1000.0,7.0,4.0,10.0,64,16,0.05826738945624999,0.08097655801932363,8.754952923456829,
76903,1973,0,1032,978.505,2.947,0.003,2.944,success,36.0,1000.0,8.0,4.0,10.0,64,16,0.033574943924999996,0.05053242287889409,13.46957861185074,
81190,2085,0,1032,976.651,2.947,0.003,2.944,success,36.0,1000.0,9.0,4.0,10.0,64,16,0.024583378184374997,0.04184172145540223,15.348849749565124,
131210,2197,0,1032,976.599,2.947,0.003,2.944,success,36.0,1000.0,10.0,4.0,10.0,64,16,0.0219452739875,0.040049592861202084,11.456496524810792,
158272,2352,0,1032,972.586,2.948,0.004,2.944,success,36.0,1000.0,11.0,4.0,10.0,64,16,0.021599731202343753,0.03995080493353905,14.513473796844483,
62026,777,0,2064,986.553,2.949,0.004,2.944,success,28.0,1000.0,1.0,8.0,10.0,64,16,0.7614010584812501,0.9194911624781473,9.967925687630972,
66206,1289,0,2064,978.013,2.949,0.004,2.944,success,28.0,1000.0,2.0,8.0,10.0,64,16,1.01006924373125,1.1574551862223066,10.916830317179363,
72377,1585,0,2064,979.525,2.949,0.004,2.944,success,28.0,1000.0,3.0,8.0,10.0,64,16,0.9390916732812501,1.0722403503793656,11.565680694580077,
77663,1714,0,2064,978.315,2.949,0.005,2.944,success,28.0,1000.0,4.0,8.0,10.0,64,16,0.64002444098125,0.7594340071120249,11.990996813774109,
83407,1841,0,2064,978.926,2.949,0.005,2.944,success,28.0,1000.0,5.0,8.0,10.0,64,16,0.27805653911875,0.3560365063928123,13.14786022901535,
88598,1970,0,2064,978.305,2.949,0.005,2.944,success,28.0,1000.0,6.0,8.0,10.0,64,16,0.12189346498125002,0.16220259148785396,13.170230213801066,
93509,2121,0,2064,977.619,2.949,0.005,2.944,success,28.0,1000.0,7.0,8.0,10.0,64,16,0.05826738945624999,0.08097655801932363,12.719870666662851,
99055,2250,0,2064,978.074,2.949,0.005,2.944,success,28.0,1000.0,8.0,8.0,10.0,64,16,0.033574943924999996,0.05053242287889409,13.45023238658905,
103876,2377,0,2064,975.823,2.95,0.006,2.944,success,28.0,1000.0,9.0,8.0,10.0,64,16,0.024583378184374997,0.04184172145540223,22.624780321121214,
201564,2505,0,2064,966.841,2.951,0.007,2.944,success,28.0,1000.0,10.0,8.0,10.0,64,16,0.0219452739875,0.040049592861202084,15.886379969120025,
251172,2633,0,2064,978.135,2.951,0.006,2.944,success,28.0,1000.0,11.0,8.0,10.0,64,16,0.021599731202343753,0.03995080493353905,19.661677698294323,
79102,913,0,4128,981.176,2.951,0.007,2.944,success,24.0,1000.0,1.0,16.0,10.0,64,16,0.7614010584812501,0.9194911624781473,18.055329676469167,
83197,1585,0,4128,977.294,2.951,0.006,2.944,success,24.0,1000.0,2.0,16.0,10.0,64,16,1.01006924373125,1.1574551862223066,18.598162504037223,
91445,1969,0,4128,978.377,2.951,0.007,2.944,success,24.0,1000.0,3.0,16.0,10.0,64,16,0.9390916732812501,1.0722403503793656,18.899018669128417,
97733,2129,0,4128,975.567,2.952,0.007,2.944,success,24.0,1000.0,4.0,16.0,10.0,64,16,0.64002444098125,0.7594340071120249,19.394824294249215,
105488,2289,0,4128,976.216,2.952,0.007,2.944,success,24.0,1000.0,5.0,16.0,10.0,64,16,0.27805653911875,0.3560365063928123,20.439582709471384,
111628,2449,0,4128,975.861,2.952,0.007,2.944,success,24.0,1000.0,6.0,16.0,10.0,64,16,0.12189346498125002,0.16220259148785396,21.8504900932312,
117803,2641,0,4128,974.769,2.952,0.007,2.944,success,24.0,1000.0,7.0,16.0,10.0,64,16,0.05826738945624999,0.08097655801932363,22.027662845452628,
124498,2801,0,4128,974.878,2.952,0.007,2.944,success,24.0,1000.0,8.0,16.0,10.0,64,16,0.033574943924999996,0.05053242287889409,25.12210210164388,
130848,2961,0,4128,974.186,2.952,0.008,2.944,success,24.0,1000.0,9.0,16.0,10.0,64,16,0.024583378184374997,0.04184172145540223,34.62598322629928,
321258,3126,0,4128,973.839,2.952,0.008,2.944,success,24.0,1000.0,10.0,16.0,10.0,64,16,0.0219452739875,0.040049592861202084,33.40780935287476,
416078,3287,0,4128,977.838,2.953,0.008,2.944,success,24.0,1000.0,11.0,16.0,10.0,64,16,0.021599731202343753,0.03995080493353905,36.5399610042572,
